u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bridge,access,tunnel,junction
65292756,65292750,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,99.047,"LINESTRING (-122.4314634 37.7937733, -122.431302 37.7929708, -122.4312864 37.7928936)",,,,
65292756,65292758,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,104.134,"LINESTRING (-122.4314634 37.7937733, -122.431632 37.7946043, -122.4316509 37.794698)",,,,
65292756,65328358,0,771409386,FALSE,,,Pacific Avenue,residential,,146.254,"LINESTRING (-122.4314634 37.7937733, -122.4330018 37.7935795, -122.4330258 37.7935765, -122.4331067 37.7935644)",,,,
65292756,65319041,0,771409386,FALSE,,,Pacific Avenue,residential,,146.27,"LINESTRING (-122.4314634 37.7937733, -122.4299121 37.7939706, -122.4298199 37.7939823)",,,,
65292758,65292756,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,104.134,"LINESTRING (-122.4316509 37.794698, -122.431632 37.7946043, -122.4314634 37.7937733)",,,,
65292758,65292759,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,106.79,"LINESTRING (-122.4316509 37.794698, -122.4316711 37.7947981, -122.4318291 37.7955802, -122.4318423 37.7956464)",,,,
65292758,65328360,0,26938867,FALSE,4,,Broadway,tertiary,,146.309,"LINESTRING (-122.4316509 37.794698, -122.4317444 37.7946861, -122.4325324 37.7945858, -122.4332036 37.7945003, -122.4332948 37.7944887)",,,,
65292758,65319043,0,26938867,FALSE,4,,Broadway,tertiary,,146.292,"LINESTRING (-122.4316509 37.794698, -122.4315573 37.7947099, -122.4300988 37.7948957, -122.4300072 37.7949074)",,,,
65292759,65292758,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,106.79,"LINESTRING (-122.4318423 37.7956464, -122.4318291 37.7955802, -122.4316711 37.7947981, -122.4316509 37.794698)",,,,
65292759,4011962210,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,105.185,"LINESTRING (-122.4318423 37.7956464, -122.4318582 37.7957238, -122.4320169 37.7965098, -122.4320312 37.7965805)",,,,
65292759,65299424,0,85644919,FALSE,,,Vallejo Street,residential,,146.349,"LINESTRING (-122.4318423 37.7956464, -122.4319348 37.7956346, -122.4333984 37.7954484, -122.4334867 37.7954372)",,,,
65292759,65299417,0,85644919,FALSE,,,Vallejo Street,residential,,146.32,"LINESTRING (-122.4318423 37.7956464, -122.4317513 37.795658, -122.4302904 37.7958438, -122.4301982 37.7958555)",,,,
65292764,4011962210,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,105.036,"LINESTRING (-122.4322196 37.7975133, -122.4322037 37.7974346, -122.4322002 37.7974195, -122.4320473 37.7966602, -122.4320312 37.7965805)",,,,
65292764,65292766,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,104.982,"LINESTRING (-122.4322196 37.7975133, -122.4322358 37.7975937, -122.4322381 37.7976057, -122.4323939 37.798376, -122.432408 37.7984456)",,,,
65292764,65312700,0,"[717666274, 717666275, 717618719]",FALSE,2,,Union Street,tertiary,,146.352,"LINESTRING (-122.4322196 37.7975133, -122.4321276 37.797525, -122.432112 37.7975272, -122.4317647 37.7975712, -122.4314459 37.7976117, -122.4310558 37.7976613, -122.4307019 37.7977063, -122.4306683 37.7977106, -122.4305751 37.7977224)",,,,
65292764,65312705,0,"[717618720, 718499266]",FALSE,2,,Union Street,tertiary,,146.403,"LINESTRING (-122.4322196 37.7975133, -122.432315 37.7975012, -122.4323501 37.7974965, -122.4327001 37.7974531, -122.4327512 37.7974466, -122.432802 37.7974398, -122.4337275 37.7973223, -122.4337669 37.7973173, -122.4338648 37.7973048)",,,,
65292766,65292764,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,104.982,"LINESTRING (-122.432408 37.7984456, -122.4323939 37.798376, -122.4322381 37.7976057, -122.4322358 37.7975937, -122.4322196 37.7975133)",,,,
65292766,65292771,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,52.494,"LINESTRING (-122.432408 37.7984456, -122.4324232 37.7985208, -122.4325021 37.7989118)",,,,
65292766,65322712,0,254756522,FALSE,2,,Filbert Street,residential,25 mph,146.395,"LINESTRING (-122.432408 37.7984456, -122.432499 37.798434, -122.4339614 37.7982481, -122.434053 37.7982364)",,,,
65292766,65319050,0,254756522,FALSE,2,,Filbert Street,residential,25 mph,146.393,"LINESTRING (-122.432408 37.7984456, -122.4323141 37.7984575, -122.430763 37.7986547)",,,,
65292771,65321034,0,8917591,FALSE,,,Pixley Street,residential,,146.424,"LINESTRING (-122.4325021 37.7989118, -122.4341475 37.7987029)",,,,
65292771,65292766,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,52.494,"LINESTRING (-122.4325021 37.7989118, -122.4324232 37.7985208, -122.432408 37.7984456)",,,,
65292771,65292772,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,52.597,"LINESTRING (-122.4325021 37.7989118, -122.4325382 37.7990901, -122.4325816 37.7993048, -122.4325965 37.7993789)",,,,
65292772,65292771,0,12437582,FALSE,2,,Buchanan Street,residential,25 mph,52.597,"LINESTRING (-122.4325965 37.7993789, -122.4325816 37.7993048, -122.4325382 37.7990901, -122.4325021 37.7989118)",,,,
65292772,65292774,0,619568430,FALSE,,,Buchanan Street,residential,,52.99,"LINESTRING (-122.4325965 37.7993789, -122.4326111 37.7994523, -122.4326915 37.7998495)",,,,
65292772,65319054,0,619568431,FALSE,,,Greenwich Street,residential,,146.382,"LINESTRING (-122.4325965 37.7993789, -122.4325093 37.79939, -122.4309516 37.799588)",,,,
65292772,65328364,0,619568437,FALSE,2,,Greenwich Street,residential,25 mph,146.426,"LINESTRING (-122.4325965 37.7993789, -122.4327 37.7993657, -122.4341462 37.799182, -122.4342419 37.7991698)",,,,
65292774,65328366,0,8919394,FALSE,1,,Moulton Street,residential,,146.437,"LINESTRING (-122.4326915 37.7998495, -122.4338002 37.7997068, -122.4343365 37.7996378)",,,,
65292774,65292772,0,619568430,FALSE,,,Buchanan Street,residential,,52.99,"LINESTRING (-122.4326915 37.7998495, -122.4326111 37.7994523, -122.4325965 37.7993789)",,,,
65292774,262078984,0,619568430,FALSE,,,Buchanan Street,residential,,41.833,"LINESTRING (-122.4326915 37.7998495, -122.4327514 37.800146, -122.4327666 37.800221)",,,,
65292777,262078984,0,85562543,FALSE,,,Buchanan Street,residential,,10.586,"LINESTRING (-122.4327857 37.800315, -122.4327666 37.800221)",,,,
65292777,65292780,0,85562519,FALSE,,,Buchanan Street,residential,,51.801,"LINESTRING (-122.4327857 37.800315, -122.432801 37.8003907, -122.4328789 37.800775)",,,,
65292777,65328367,0,85562580,TRUE,3,US 101,Lombard Street,trunk,30 mph,146.429,"LINESTRING (-122.4327857 37.800315, -122.4328881 37.800302, -122.4343303 37.8001184, -122.4344311 37.8001056)",,,,
65292780,65299771,0,8916579,FALSE,,,Magnolia Street,residential,,146.413,"LINESTRING (-122.4328789 37.800775, -122.4318404 37.8009072, -122.4312337 37.8009845)",,,,
65292780,65292777,0,85562519,FALSE,,,Buchanan Street,residential,,51.801,"LINESTRING (-122.4328789 37.800775, -122.432801 37.8003907, -122.4327857 37.800315)",,,,
65292780,4011962212,0,656703949,FALSE,,,Buchanan Street,residential,,52.152,"LINESTRING (-122.4328789 37.800775, -122.4329577 37.8011637, -122.4329728 37.8012381)",,,,
65292780,65299773,0,656703950,FALSE,,,Magnolia Street,residential,,146.413,"LINESTRING (-122.4328789 37.800775, -122.4334309 37.8007047, -122.4345241 37.8005655)",,,,
65292804,65292809,0,398129725,FALSE,,,Buchanan Street,residential,,109.624,"LINESTRING (-122.4333436 37.8030638, -122.4334083 37.8033822, -122.4335414 37.8040372)",,,,
65292804,65296849,0,"[417103296, 26938702]",FALSE,"['4', '5']",,Bay Street,tertiary,25 mph,146.528,"LINESTRING (-122.4333436 37.8030638, -122.4327549 37.8031387, -122.4320223 37.803232, -122.4318837 37.8032496, -122.4317859 37.8032621, -122.4316968 37.8032722)",,,,
65292804,65296850,0,417103305,FALSE,5,,Bay Street,tertiary,25 mph,146.515,"LINESTRING (-122.4333436 37.8030638, -122.4341582 37.8029601, -122.43499 37.8028542)",,,,
65292809,65328170,0,8918950,FALSE,,,North Point Street,residential,,146.338,"LINESTRING (-122.4335414 37.8040372, -122.4351858 37.8038277)",,,,
65292809,65319063,0,8918950,FALSE,,,North Point Street,residential,,148.198,"LINESTRING (-122.4335414 37.8040372, -122.4319874 37.8042352, -122.4318761 37.8042494)",,,,
65292809,4009044916,0,398129725,FALSE,,,Buchanan Street,residential,,102.528,"LINESTRING (-122.4335414 37.8040372, -122.4335758 37.8042068, -122.4336682 37.8046613, -122.4337166 37.8049013, -122.4337264 37.8049476)",,,,
65292809,65292804,0,398129725,FALSE,,,Buchanan Street,residential,,109.624,"LINESTRING (-122.4335414 37.8040372, -122.4334083 37.8033822, -122.4333436 37.8030638)",,,,
65292813,4009044916,0,552616118,FALSE,,,Buchanan Street,residential,,9.504,"LINESTRING (-122.4337435 37.805032, -122.4337264 37.8049476)",,,,
65292813,4009044891,0,254968959,FALSE,4,,Marina Boulevard,secondary,25 mph,17.783,"LINESTRING (-122.4337435 37.805032, -122.4337868 37.8050411, -122.433833 37.8050538, -122.4338808 37.8050723, -122.4339267 37.8050969)",,,,
65292813,65319063,0,"[431375109, 27040657, 417103323, 254968956, 8916287]",FALSE,"['4', '5']",,"['Marina Boulevard', 'Laguna Street']",secondary,25 mph,253.644,"LINESTRING (-122.4337435 37.805032, -122.4337071 37.8050285, -122.4336738 37.8050265, -122.4336389 37.8050275, -122.4336128 37.8050299, -122.4336003 37.805031, -122.433216 37.8050802, -122.4327402 37.805141, -122.4322708 37.805201, -122.432207 37.8052091, -122.4321771 37.8052109, -122.4321476 37.8052088, -122.4321181 37.8052003, -122.4320887 37.8051835, -122.4320695 37.8051597, -122.432057 37.8051309, -122.4320435 37.8050714, -122.4320023 37.8048689, -122.4319098 37.8044145, -122.4318761 37.8042494)",,,,
65293746,65293753,0,88572901,FALSE,6,,6th Street,secondary,25 mph,194.51,"LINESTRING (-122.4087215 37.7809779, -122.4081852 37.7805494, -122.4077205 37.7801802, -122.4071627 37.7797361)",,,,
65293746,65321839,0,88572932,FALSE,,,Mission Street,secondary,,191.445,"LINESTRING (-122.4087215 37.7809779, -122.4084413 37.7811984, -122.408013 37.7815354, -122.4072972 37.7820986, -122.4072704 37.7821197, -122.4071777 37.7821926)",,,,
65293746,65303696,0,88572941,FALSE,,,Mission Street,secondary,,276.532,"LINESTRING (-122.4087215 37.7809779, -122.4089795 37.780772, -122.4091707 37.7806194, -122.4095959 37.7802795, -122.4098437 37.7800823, -122.4098538 37.7800737, -122.4100631 37.7799072, -122.410601 37.779478, -122.4108529 37.7792769, -122.4109356 37.7792109)",,,,
65293746,1723738829,0,"[449201857, 111547662]",FALSE,5,,6th Street,secondary,25 mph,199.064,"LINESTRING (-122.4087215 37.7809779, -122.4092587 37.7814105, -122.4097034 37.7817636, -122.4101928 37.7821448, -122.4103367 37.7821982, -122.4103557 37.7822065)",,,,
65293753,65293746,0,88572901,FALSE,6,,6th Street,secondary,25 mph,194.51,"LINESTRING (-122.4071627 37.7797361, -122.4077205 37.7801802, -122.4081852 37.7805494, -122.4087215 37.7809779)",,,,
65293753,65306815,0,"[515486307, 620728095]",TRUE,"['4', '3']",,Howard Street,secondary,25 mph,68.11,"LINESTRING (-122.4071627 37.7797361, -122.4074417 37.7795067, -122.4077053 37.7792988)",,,,
65293753,65293760,0,"[763261246, 264874017, 515486318, 763261655]",FALSE,6,,6th Street,secondary,25 mph,191.739,"LINESTRING (-122.4071627 37.7797361, -122.4069006 37.7795221, -122.4066316 37.7793122, -122.406166 37.7789407, -122.4060572 37.7788527, -122.4058696 37.7787009, -122.4057306 37.7785884, -122.4056312 37.7785081)",,,,
65293760,65293764,0,"[763261656, 417396835, 417396848, 763261247]",FALSE,6,,6th Street,secondary,25 mph,67.76,"LINESTRING (-122.4056312 37.7785081, -122.4055449 37.7784398, -122.4053645 37.7782967, -122.405313 37.7782559, -122.4052784 37.7782285, -122.4051236 37.7781066, -122.4050868 37.7780766)",,,,
65293760,65317547,0,"[763261248, 763398594, 617990566, 617268039, 763397882, 763399931]",TRUE,3,,Folsom Street,secondary,25 mph,147.86,"LINESTRING (-122.4056312 37.7785081, -122.4055706 37.7785558, -122.4055352 37.7785837, -122.4054722 37.7786333, -122.405394 37.7786949, -122.4052463 37.7788127, -122.4051888 37.7788586, -122.404687 37.7792531, -122.4044406 37.7794476)",,,,
65293760,65293753,0,"[264874017, 515486318, 763261246, 763261655]",FALSE,6,,6th Street,secondary,25 mph,191.739,"LINESTRING (-122.4056312 37.7785081, -122.4057306 37.7785884, -122.4058696 37.7787009, -122.4060572 37.7788527, -122.406166 37.7789407, -122.4066316 37.7793122, -122.4069006 37.7795221, -122.4071627 37.7797361)",,,,
65293764,65293766,0,417396848,FALSE,6,,6th Street,secondary,25 mph,57.323,"LINESTRING (-122.4050868 37.7780766, -122.4049624 37.7779801, -122.4046275 37.7777106)",,,,
65293764,65293760,0,"[417396848, 417396835, 763261656, 763261247]",FALSE,6,,6th Street,secondary,25 mph,67.76,"LINESTRING (-122.4050868 37.7780766, -122.4051236 37.7781066, -122.4052784 37.7782285, -122.405313 37.7782559, -122.4053645 37.7782967, -122.4055449 37.7784398, -122.4056312 37.7785081)",,,,
65293766,65325050,0,8922291,TRUE,,,Clara Street,residential,,276.565,"LINESTRING (-122.4046275 37.7777106, -122.4042787 37.777977, -122.4038024 37.7783504, -122.4023838 37.7794545)",,,,
65293766,65293768,0,"[417396848, 607903509]",FALSE,6,,6th Street,secondary,25 mph,67.924,"LINESTRING (-122.4046275 37.7777106, -122.4045159 37.7776238, -122.404299 37.7774507, -122.4042072 37.7773774, -122.404082 37.7772779)",,,,
65293766,65293764,0,417396848,FALSE,6,,6th Street,secondary,25 mph,57.323,"LINESTRING (-122.4046275 37.7777106, -122.4049624 37.7779801, -122.4050868 37.7780766)",,,,
65293768,65293777,0,254305050,FALSE,4,,6th Street,secondary,25 mph,86.471,"LINESTRING (-122.404082 37.7772779, -122.4033895 37.7767255)",,,,
65293768,539989855,0,254305033,TRUE,5,,Harrison Street,secondary,25 mph,54.64,"LINESTRING (-122.404082 37.7772779, -122.404243 37.7771513, -122.4043846 37.7770396, -122.4044325 37.7770018, -122.4045223 37.776931)",,,,
65293768,65293766,0,"[417396848, 607903509]",FALSE,6,,6th Street,secondary,25 mph,67.924,"LINESTRING (-122.404082 37.7772779, -122.4042072 37.7773774, -122.404299 37.7774507, -122.4045159 37.7776238, -122.4046275 37.7777106)",,,,
65293777,65293768,0,254305050,FALSE,4,,6th Street,secondary,25 mph,86.471,"LINESTRING (-122.4033895 37.7767255, -122.404082 37.7772779)",,,,
65293777,65356051,0,8920435,FALSE,,,Ahern Way,residential,,69.919,"LINESTRING (-122.4033895 37.7767255, -122.4037328 37.7764657, -122.4039854 37.7763101)",,,,
65293777,65290229,0,437964226,FALSE,4,,6th Street,secondary,25 mph,106.471,"LINESTRING (-122.4033895 37.7767255, -122.4030322 37.7764401, -122.4028455 37.776291, -122.402537 37.7760452)",,,,
65293779,65315481,0,"[397127924, 397127923, 141688972]",FALSE,"['6', '4']",,Brannan Street,secondary,,276.711,"LINESTRING (-122.4009956 37.7748144, -122.4008758 37.7749092, -122.4004591 37.7752513, -122.3998333 37.7757339, -122.3997315 37.7758198, -122.3996284 37.7759005, -122.3994699 37.7760243, -122.3990512 37.7763515, -122.3989542 37.7764282, -122.3989312 37.7764468, -122.3987697 37.776574)",,,,
65293779,65315483,0,"[247966218, 417400699]",FALSE,"['4', '5']",,Brannan Street,secondary,,68.592,"LINESTRING (-122.4009956 37.7748144, -122.401281 37.7745884, -122.4013928 37.7744998, -122.4015469 37.7743778)",,,,
65293779,65290229,0,"[254308553, 514593148]",FALSE,4,,6th Street,secondary,25 mph,192.572,"LINESTRING (-122.4009956 37.7748144, -122.4013564 37.7751024, -122.4021982 37.7757742, -122.402271 37.7758323, -122.4023684 37.77591, -122.402537 37.7760452)",,,,
65293797,65324087,0,"[7373728, 7373736]",FALSE,,,"['6th Street', 'Bluxome Street']",residential,,362.715,"LINESTRING (-122.3994254 37.7736207, -122.3995073 37.7736879, -122.4001105 37.7741835, -122.4001333 37.7742142, -122.4001388 37.7742461, -122.4001293 37.7742804, -122.3994392 37.7748263, -122.3990569 37.7751238, -122.3988298 37.7753011, -122.3987134 37.7753926, -122.3985843 37.775495, -122.3979976 37.7759585)",,,,
65293797,65303721,0,"[133755923, 982106433, 442572410, 442572411]",FALSE,"['2', '4']",,Townsend Street,tertiary,25 mph,280.894,"LINESTRING (-122.3994254 37.7736207, -122.3998359 37.7732819, -122.4002535 37.7729558, -122.4003322 37.772906, -122.4003587 37.772889, -122.4009076 37.7724543, -122.401121 37.7722842, -122.4011825 37.7722326, -122.4012507 37.7721784, -122.4015985 37.7718991, -122.4016278 37.7718753, -122.4016818 37.7718329)",,,,
65293797,65325061,0,"[982106432, 442572412, 442572413]",FALSE,"['2', '3']",,Townsend Street,tertiary,25 mph,272.166,"LINESTRING (-122.3994254 37.7736207, -122.3993947 37.7736466, -122.3993744 37.7736631, -122.3993473 37.7736853, -122.3991268 37.7738534, -122.3986663 37.7742199, -122.398284 37.7745241, -122.3979451 37.7747937, -122.39786 37.7748614, -122.3974875 37.7751576, -122.3973553 37.7752627, -122.3973359 37.7752781, -122.3972398 37.7753545)",,,,
65294163,300750450,0,512658274,TRUE,2,,Market Street,primary,,22.545,"LINESTRING (-122.4269057 37.7690276, -122.4267308 37.7691759)",,,,
65294163,5862408711,0,215819183,TRUE,2,,Dolores Street,tertiary,25 mph,64.25,"LINESTRING (-122.4269057 37.7690276, -122.426896 37.7689458, -122.4268448 37.7684518)",,,,
65294171,65309838,0,32929983,TRUE,2,,14th Street,residential,25 mph,94.996,"LINESTRING (-122.4266363 37.7678819, -122.4265368 37.767888, -122.4255586 37.7679459)",,,,
65294171,5862408712,0,191010941,TRUE,2,,Dolores Street,tertiary,25 mph,64.511,"LINESTRING (-122.4266363 37.7678819, -122.4266447 37.7679588, -122.426701 37.7684598)",,,,
65294602,65294603,0,8916338,FALSE,2,,Rhode Island Street,residential,,142.47,"LINESTRING (-122.4029523 37.7686504, -122.402943 37.7685576, -122.402837 37.7674802, -122.4028264 37.767373)",,,,
65294602,65296271,0,8916338,FALSE,2,,Rhode Island Street,residential,,132.444,"LINESTRING (-122.4029523 37.7686504, -122.402962 37.7687574, -122.4029961 37.7690946, -122.4030693 37.7698379)",,,,
65294602,65303878,0,955907955,FALSE,2,,Alameda Street,residential,,82.884,"LINESTRING (-122.4029523 37.7686504, -122.4030951 37.768642, -122.40351 37.7686174, -122.4036825 37.7686072, -122.4038927 37.7685958)",,,,
65294602,1677798439,0,955907955,FALSE,2,,Alameda Street,residential,,84.477,"LINESTRING (-122.4029523 37.7686504, -122.4028115 37.7686589, -122.4019938 37.768706)",,,,
65294603,65320171,0,620728089,FALSE,,,15th Street,residential,,86.681,"LINESTRING (-122.4028264 37.767373, -122.401843 37.767431)",,,,
65294603,65294602,0,8916338,FALSE,2,,Rhode Island Street,residential,,142.47,"LINESTRING (-122.4028264 37.767373, -122.402837 37.7674802, -122.402943 37.7685576, -122.4029523 37.7686504)",,,,
65294603,65328379,0,620728083,FALSE,,,15th Street,residential,,84.514,"LINESTRING (-122.4028264 37.767373, -122.403588 37.767326, -122.403785 37.7673142)",,,,
65294653,1266060500,0,8916341,FALSE,,,Bernice Street,residential,,88.652,"LINESTRING (-122.4137611 37.7703447, -122.4138125 37.7702544, -122.413875 37.7701525, -122.413938 37.7700345, -122.413999 37.7699039, -122.4140572 37.769769, -122.4141041 37.7695978)",,,,
65294653,7133541704,0,"[763409441, 111089307, 763409446]",FALSE,,,12th Street,residential,25 mph,68.743,"LINESTRING (-122.4137611 37.7703447, -122.4136881 37.7703105, -122.4135461 37.7702452, -122.4134778 37.7702217, -122.413449 37.770216, -122.4134185 37.7702139, -122.4133754 37.7702123, -122.4133446 37.7702102, -122.4133252 37.770207, -122.4132996 37.7701967, -122.4132101 37.7701559, -122.4130673 37.7700798)",,,,
65294653,65289131,0,111089307,FALSE,,,12th Street,residential,25 mph,58.748,"LINESTRING (-122.4137611 37.7703447, -122.4138921 37.7704034, -122.4141281 37.7705126, -122.4143409 37.7706075)",,,,
65295061,293820891,0,"[396952208, 396952202]",TRUE,"['2', '3']",,3rd Street,primary,30 mph,181.059,"LINESTRING (-122.3895855 37.7729384, -122.389592 37.7730091, -122.3896043 37.7731429, -122.3896816 37.7739817, -122.3897238 37.7744395, -122.3897248 37.7744498, -122.3897329 37.7745059, -122.3897435 37.7745617)",,,,
65295061,2877005910,0,516940749,FALSE,,,Mission Rock Street,residential,,201.265,"LINESTRING (-122.3895855 37.7729384, -122.3895099 37.7729429, -122.389486 37.7729444, -122.3880074 37.7730332, -122.3874533 37.7730665, -122.3873021 37.7730743)",,,,
65295061,293818254,0,1076777214,FALSE,2,,Mission Rock Street,residential,,19.172,"LINESTRING (-122.3895855 37.7729384, -122.3896736 37.7729332, -122.3897133 37.7729307, -122.389803 37.7729253)",,,,
65295275,1723768769,0,8916375,FALSE,,,California Street,tertiary,,102.192,"LINESTRING (-122.3976272 37.7935131, -122.3975174 37.7935269, -122.3965582 37.7936509, -122.39648 37.7936638)",,,,
65295275,65295278,0,"[417099330, 254466686]",FALSE,,,California Street,tertiary,,104.445,"LINESTRING (-122.3976272 37.7935131, -122.3977363 37.7934983, -122.3986758 37.7933805, -122.3987051 37.7933768, -122.3988009 37.7933647)",,,,
65295275,5854943486,0,"[737711010, 619378866, 737711011, 254396710]",TRUE,3,,Davis Street,tertiary,30 mph,107.553,"LINESTRING (-122.3976272 37.7935131, -122.3976258 37.7935055, -122.3976082 37.7934203, -122.397551 37.7931397, -122.3975059 37.7929185, -122.3974599 37.7926927, -122.3974499 37.792645, -122.3974373 37.7925856, -122.3974308 37.7925584)",,,,
65295278,65295279,0,254466686,FALSE,,,California Street,tertiary,,104.651,"LINESTRING (-122.3988009 37.7933647, -122.3989016 37.7933518, -122.3998767 37.7932286, -122.3999769 37.7932159)",,,,
65295278,65295275,0,"[417099330, 254466686]",FALSE,,,California Street,tertiary,,104.445,"LINESTRING (-122.3988009 37.7933647, -122.3987051 37.7933768, -122.3986758 37.7933805, -122.3977363 37.7934983, -122.3976272 37.7935131)",,,,
65295278,65307354,0,397146706,TRUE,2,,Front Street,tertiary,,104.488,"LINESTRING (-122.3988009 37.7933647, -122.3988048 37.7933835, -122.3988238 37.7934699, -122.3989001 37.7938468, -122.3989807 37.7942385, -122.3989918 37.7942922)",,,,
65295279,65336474,0,27054213,TRUE,3,,Battery Street,secondary,,107.501,"LINESTRING (-122.3999769 37.7932159, -122.3999747 37.793207, -122.3999582 37.7931249, -122.3998879 37.7927741, -122.3998673 37.7926711, -122.3998294 37.7924828, -122.3998036 37.7923542, -122.3997849 37.7922611)",,,,
65295279,65295281,0,254466686,FALSE,,,California Street,tertiary,,104.586,"LINESTRING (-122.3999769 37.7932159, -122.400085 37.7932022, -122.4000988 37.7932005, -122.4010539 37.7930797, -122.4011522 37.7930673)",,,,
65295279,65295278,0,254466686,FALSE,,,California Street,tertiary,,104.651,"LINESTRING (-122.3999769 37.7932159, -122.3998767 37.7932286, -122.3989016 37.7933518, -122.3988009 37.7933647)",,,,
65295281,65295287,0,254396709,FALSE,,,California Street,tertiary,,145.862,"LINESTRING (-122.4011522 37.7930673, -122.4012567 37.7930542, -122.4019738 37.7929634, -122.4027033 37.7928706, -122.4027912 37.7928594)",,,,
65295281,65307359,0,"[437935727, 254396719]",FALSE,3,,Sansome Street,tertiary,,104.477,"LINESTRING (-122.4011522 37.7930673, -122.4011558 37.7930853, -122.4011702 37.7931578, -122.4011778 37.7931962, -122.4011982 37.7932989, -122.4012325 37.7934712, -122.4012475 37.7935467, -122.4012783 37.7937018, -122.4013193 37.7939081, -122.4013265 37.7939444, -122.4013367 37.7939955)",,,,
65295281,65295279,0,254466686,FALSE,,,California Street,tertiary,,104.586,"LINESTRING (-122.4011522 37.7930673, -122.4010539 37.7930797, -122.4000988 37.7932005, -122.400085 37.7932022, -122.3999769 37.7932159)",,,,
65295281,65352417,0,254971068,FALSE,3,,Sansome Street,tertiary,,107.11,"LINESTRING (-122.4011522 37.7930673, -122.4011498 37.7930581, -122.4011339 37.7929794, -122.40101 37.792367, -122.4009776 37.7922067, -122.4009593 37.7921162)",,,,
65295287,65295281,0,254396709,FALSE,,,California Street,tertiary,,145.862,"LINESTRING (-122.4027912 37.7928594, -122.4027033 37.7928706, -122.4019738 37.7929634, -122.4012567 37.7930542, -122.4011522 37.7930673)",,,,
65295287,65295289,0,287958606,FALSE,,,California Street,tertiary,,145.379,"LINESTRING (-122.4027912 37.7928594, -122.4028874 37.7928473, -122.4036376 37.792753, -122.4038309 37.7927285, -122.4039516 37.7927132, -122.4043285 37.7926675, -122.4044255 37.7926558)",,,,
65295287,65305817,0,287958607,TRUE,3,,Montgomery Street,secondary,,107.031,"LINESTRING (-122.4027912 37.7928594, -122.4027896 37.7928505, -122.4027715 37.7927613, -122.4026944 37.7923808, -122.4026203 37.7920168, -122.4025983 37.791909)",,,,
65295289,65307363,0,224316521,TRUE,4,,Kearny Street,secondary,,103.863,"LINESTRING (-122.4044255 37.7926558, -122.4044284 37.7926701, -122.4044467 37.7927594, -122.4044776 37.7929108, -122.4046141 37.7935779)",,,,
65295289,65295293,0,287958606,FALSE,,,California Street,tertiary,,136.052,"LINESTRING (-122.4044255 37.7926558, -122.4045632 37.7926379, -122.4053181 37.79254, -122.4056682 37.7924946, -122.4058877 37.7924666, -122.4059535 37.7924582)",,,,
65295289,65295287,0,287958606,FALSE,,,California Street,tertiary,,145.379,"LINESTRING (-122.4044255 37.7926558, -122.4043285 37.7926675, -122.4039516 37.7927132, -122.4038309 37.7927285, -122.4036376 37.792753, -122.4028874 37.7928473, -122.4027912 37.7928594)",,,,
65295293,65307366,0,91181758,TRUE,,,Grant Avenue,residential,,104.531,"LINESTRING (-122.4059535 37.7924582, -122.4059572 37.7924764, -122.4059745 37.7925624, -122.4061403 37.7933866)",,,,
65295293,65295289,0,287958606,FALSE,,,California Street,tertiary,,136.052,"LINESTRING (-122.4059535 37.7924582, -122.4058877 37.7924666, -122.4056682 37.7924946, -122.4053181 37.79254, -122.4045632 37.7926379, -122.4044255 37.7926558)",,,,
65295293,65295299,0,414948593,FALSE,,,California Street,tertiary,,142.209,"LINESTRING (-122.4059535 37.7924582, -122.4060255 37.7924491, -122.4067307 37.79236, -122.4068815 37.7923409, -122.4074542 37.7922686, -122.4075516 37.7922563)",,,,
65295299,65352435,0,28841115,FALSE,,,Stockton Street,residential,,107.552,"LINESTRING (-122.4075516 37.7922563, -122.4075488 37.7922402, -122.4075308 37.7921516, -122.4074824 37.791913, -122.4074324 37.7916664, -122.4073771 37.7913939, -122.4073583 37.7913012)",,,,
65295299,6319217969,0,91181759,FALSE,,,California Street,tertiary,,141.572,"LINESTRING (-122.4075516 37.7922563, -122.408108 37.7921862, -122.4083741 37.7921528, -122.4088454 37.7920939, -122.4089543 37.792079, -122.4090935 37.7920617, -122.4091426 37.7920556)",,,,
65295299,65295293,0,414948593,FALSE,,,California Street,tertiary,,142.209,"LINESTRING (-122.4075516 37.7922563, -122.4074542 37.7922686, -122.4068815 37.7923409, -122.4067307 37.79236, -122.4060255 37.7924491, -122.4059535 37.7924582)",,,,
65295299,4018840072,0,414948594,FALSE,,,Stockton Street,residential,,44.815,"LINESTRING (-122.4075516 37.7922563, -122.4075557 37.7922766, -122.4075733 37.7923635, -122.4076319 37.7926543)",,,,
