u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bridge,access,tunnel,junction
6456587007,2548141867,0,"[27167281, 688508134]",FALSE,4,,8th Street,tertiary,30 mph,153.092,"LINESTRING (-122.4042304 37.7703174, -122.4047498 37.7707359, -122.4048205 37.7707938, -122.405102 37.7710243, -122.4053603 37.7712352, -122.405446 37.7713034)",,,,
6456587013,2304626336,0,688508135,TRUE,1,,Townsend Street,tertiary,,25.313,"LINESTRING (-122.4036886 37.7702154, -122.403793 37.7701817, -122.4038189 37.7701615, -122.4038344 37.7701493, -122.4038888 37.7701068, -122.4039129 37.7700811)",,,,
6456587013,65303721,0,"[688508136, 1089570010, 1089570011, 1089570012]",FALSE,"['2', '3']",,Townsend Street,tertiary,,251.985,"LINESTRING (-122.4036886 37.7702154, -122.4025813 37.7710968, -122.4023028 37.7713186, -122.4020723 37.7715022, -122.4019237 37.7716205, -122.4017934 37.7717265, -122.4017694 37.7717461, -122.4016818 37.7718329)",,,,
6710688121,65337003,0,713758735,TRUE,3,,Franklin Street,secondary,25 mph,98.793,"LINESTRING (-122.4241848 37.7910959, -122.4242061 37.7912, -122.4243436 37.7918942, -122.4243593 37.7919736)",,,,
6710688121,173176455,0,"[417094178, 719449212]",TRUE,2,,Sacramento Street,tertiary,,145.652,"LINESTRING (-122.4241848 37.7910959, -122.4242835 37.7910818, -122.4248005 37.7910157, -122.4257268 37.7908985, -122.425821 37.7908865)",,,,
6716939010,65329125,0,714571119,FALSE,2,,Gough Street,tertiary,25 mph,104.116,"LINESTRING (-122.4265347 37.7943996, -122.4265518 37.7944826, -122.4266119 37.7947871, -122.4267006 37.7952264, -122.4267184 37.7953246)",,,,
6716939010,65329119,0,714571120,FALSE,2,,Gough Street,tertiary,25 mph,97.95,"LINESTRING (-122.4265347 37.7943996, -122.4265176 37.7943321, -122.4263639 37.7936112, -122.4263457 37.7935315)",,,,
6716939010,65351384,0,771409386,FALSE,,,Pacific Avenue,residential,,146.014,"LINESTRING (-122.4265347 37.7943996, -122.4266245 37.794389, -122.4281754 37.7941913)",,,,
6716939010,6775758551,0,771409386,FALSE,,,Pacific Avenue,residential,,146.367,"LINESTRING (-122.4265347 37.7943996, -122.4264411 37.7944109, -122.4250028 37.7945923, -122.4248902 37.794609)",,,,
6775758551,6777308246,0,713758728,TRUE,3,,Franklin Street,secondary,25 mph,104.317,"LINESTRING (-122.4248902 37.794609, -122.424904 37.7946855, -122.4250557 37.7954363, -122.4250766 37.7955355)",,,,
6775758551,6716939010,0,771409386,FALSE,,,Pacific Avenue,residential,,146.367,"LINESTRING (-122.4248902 37.794609, -122.4250028 37.7945923, -122.4264411 37.7944109, -122.4265347 37.7943996)",,,,
6775758551,65372847,0,"[771409386, 85644941]",FALSE,,,Pacific Avenue,residential,,136.975,"LINESTRING (-122.4248902 37.794609, -122.424786 37.7946222, -122.4237095 37.7947591, -122.4234412 37.7947933, -122.4233515 37.7948064)",,,,
6777308245,65299406,0,85644919,FALSE,,,Vallejo Street,residential,,145.993,"LINESTRING (-122.4252704 37.7964821, -122.4253745 37.796469, -122.4254125 37.7964643, -122.4267972 37.7962879, -122.4268188 37.7962853, -122.4269107 37.7962729)",,,,
6777308245,65299400,0,85644919,FALSE,,,Vallejo Street,residential,,136.457,"LINESTRING (-122.4252704 37.7964821, -122.4251702 37.796495, -122.42515 37.7964975, -122.4238197 37.7966667, -122.423737 37.7966765)",,,,
6777308245,65345282,0,713758728,TRUE,3,,Franklin Street,secondary,25 mph,105.154,"LINESTRING (-122.4252704 37.7964821, -122.4252892 37.7965618, -122.4254418 37.7973467, -122.4254559 37.7974163)",,,,
6777308246,65329125,0,26938867,FALSE,4,,Broadway,tertiary,,146.155,"LINESTRING (-122.4250766 37.7955355, -122.4251882 37.7955211, -122.4266271 37.7953379, -122.4267184 37.7953246)",,,,
6777308246,65333938,0,26938867,FALSE,4,,Broadway,tertiary,,136.291,"LINESTRING (-122.4250766 37.7955355, -122.4249767 37.7955482, -122.4244012 37.7956213, -122.4236284 37.7957197, -122.4235452 37.7957303)",,,,
6777308246,6777308245,0,713758728,TRUE,3,,Franklin Street,secondary,25 mph,106.632,"LINESTRING (-122.4250766 37.7955355, -122.4250956 37.7956337, -122.4252449 37.7963647, -122.4252537 37.7964158, -122.4252704 37.7964821)",,,,
6780030869,65332850,0,417092428,TRUE,3,,Broadway,primary,35 mph,26.933,"LINESTRING (-122.4105575 37.7973193, -122.4103874 37.7973595, -122.410275 37.7974095)",,,,
6873099368,65306810,0,417400750,TRUE,2,,Howard Street,secondary,25 mph,86.948,"LINESTRING (-122.4042614 37.7820501, -122.4042851 37.7819879, -122.4044498 37.7818645, -122.4048502 37.7815643, -122.4049417 37.7814932)",,,,
6873099368,9580454512,0,"[1081219360, 1040509546]",TRUE,1,,Howard Street,secondary,25 mph,86.752,"LINESTRING (-122.4042614 37.7820501, -122.4043169 37.7820328, -122.4044612 37.7819572, -122.4046863 37.7817875, -122.4049162 37.7816152, -122.405008 37.7815465)",,,,
6913302484,65317181,0,254984059,FALSE,4,,Chestnut Street,residential,,17.545,"LINESTRING (-122.4364598 37.8007951, -122.4364392 37.8007977, -122.4363884 37.8008041, -122.4362626 37.8008199)",,,,
6913303586,65317181,0,"[23880801, 396983322]",TRUE,2,,Fillmore Street,tertiary,,44.239,"LINESTRING (-122.4364962 37.8011682, -122.436461 37.8010742, -122.436446 37.8010428, -122.4363676 37.8009377, -122.4363423 37.8009038, -122.4362626 37.8008199)",,,,
6913303586,6913302484,0,738303248,TRUE,1,,,tertiary_link,,42.034,"LINESTRING (-122.4364962 37.8011682, -122.4365164 37.8010623, -122.436479 37.8008856, -122.4364598 37.8007951)",,,,
6925582021,65325032,0,51392400,FALSE,,,Mission Street,secondary,,25.62,"LINESTRING (-122.4062888 37.7828917, -122.4064956 37.7827293)",,,,
6925582021,65351772,0,"[51392400, 51392402, 771701157, 111560680]",FALSE,,,Mission Street,secondary,,251.49,"LINESTRING (-122.4062888 37.7828917, -122.4060413 37.7830859, -122.4058596 37.7832279, -122.4054378 37.7835562, -122.4053383 37.7836337, -122.4048687 37.7839997, -122.404473 37.7843131, -122.404364 37.7843994, -122.4042569 37.7844843)",,,,
6988532585,386885670,0,417101714,TRUE,2,,Post Street,tertiary,,53.473,"LINESTRING (-122.408373 37.7883005, -122.4083241 37.7883064, -122.408007 37.7883476, -122.4077722 37.7883768)",,,,
6988532585,5828476940,0,746808402,TRUE,,,Powell Street,tertiary,25 mph,10.871,"LINESTRING (-122.408373 37.7883005, -122.4084286 37.7883552, -122.4084505 37.7883767)",,,,
6988532586,6988532585,0,746808402,TRUE,,,Powell Street,tertiary,25 mph,6.023,"LINESTRING (-122.4083482 37.78825, -122.408373 37.7883005)",,,,
6988532586,386885670,0,667569398,TRUE,,,Post Street,tertiary,,53.547,"LINESTRING (-122.4083482 37.78825, -122.4083016 37.7882508, -122.40795 37.7882928, -122.4077722 37.7883768)",,,,
6988532587,6988532590,0,746808401,FALSE,,,Powell Street,tertiary,25 mph,4.968,"LINESTRING (-122.4084244 37.788249, -122.4084335 37.7882931)",,,,
6988532587,1308305528,0,84654238,FALSE,,,Powell Street,tertiary,25 mph,47.775,"LINESTRING (-122.4084244 37.788249, -122.4084181 37.7882181, -122.4083373 37.7878249)",,,,
6988532587,6988532586,0,667569398,TRUE,,,Post Street,tertiary,,6.697,"LINESTRING (-122.4084244 37.788249, -122.4084062 37.788249, -122.4083482 37.78825)",,,,
6988532590,5828476940,0,512523366,FALSE,,,Powell Street,tertiary,25 mph,9.415,"LINESTRING (-122.4084335 37.7882931, -122.4084505 37.7883767)",,,,
6988532590,6988532587,0,746808401,FALSE,,,Powell Street,tertiary,25 mph,4.968,"LINESTRING (-122.4084335 37.7882931, -122.4084244 37.788249)",,,,
6988532590,6988532585,0,417101714,TRUE,2,,Post Street,tertiary,,5.38,"LINESTRING (-122.4084335 37.7882931, -122.4084163 37.7882953, -122.408373 37.7883005)",,,,
6988532615,3902413693,0,746808418,TRUE,,,,tertiary_link,,68.454,"LINESTRING (-122.4067203 37.7881787, -122.4067801 37.7879948, -122.4067189 37.7876608, -122.4067001 37.7875738)",,,,
6988532615,2936165726,0,"[417400763, 1030276071]",TRUE,"['2', '3']",,Stockton Street,tertiary,,69.057,"LINESTRING (-122.4067203 37.7881787, -122.4066889 37.7880412, -122.4066502 37.7878569, -122.406608 37.7876566, -122.406589 37.7875664)",,,,
7133541704,65317754,0,"[417389841, 763409442, 406719126]",FALSE,4,,Harrison Street,tertiary,25 mph,81.689,"LINESTRING (-122.4130673 37.7700798, -122.4129896 37.7701838, -122.4129583 37.7702158, -122.4127826 37.7703955, -122.4126694 37.770494, -122.4125774 37.7705672, -122.4124782 37.7706444)",,,,
7133541704,4186794514,0,"[27029200, 763409440, 991915376, 763409439]",FALSE,,,Harrison Street,tertiary,25 mph,17.549,"LINESTRING (-122.4130673 37.7700798, -122.4130818 37.7700605, -122.4131192 37.7700068, -122.4131405 37.7699761, -122.4131559 37.769954, -122.4131634 37.7699415)",,,,
7133541704,65294653,0,"[763409441, 111089307, 763409446]",FALSE,,,12th Street,residential,25 mph,68.743,"LINESTRING (-122.4130673 37.7700798, -122.4132101 37.7701559, -122.4132996 37.7701967, -122.4133252 37.770207, -122.4133446 37.7702102, -122.4133754 37.7702123, -122.4134185 37.7702139, -122.413449 37.770216, -122.4134778 37.7702217, -122.4135461 37.7702452, -122.4136881 37.7703105, -122.4137611 37.7703447)",,,,
7210516367,65303878,0,634412037,FALSE,,,Henry Adams Street,residential,,132.587,"LINESTRING (-122.403977 37.7697811, -122.4040067 37.7697023, -122.404004 37.7696757, -122.4038927 37.7685958)",,,,
7210516367,2304626359,0,738335922,TRUE,,,,tertiary,,12.482,"LINESTRING (-122.403977 37.7697811, -122.4039359 37.769772, -122.4038863 37.7697721, -122.4038385 37.7697829)",,,,roundabout
7210516368,6456587007,0,772325369,TRUE,,,8th Street,tertiary,30 mph,37.207,"LINESTRING (-122.4039384 37.7700796, -122.4039468 37.7701009, -122.4039996 37.7701425, -122.4041525 37.7702698, -122.4042304 37.7703174)",,,,
7210516368,2304626363,0,1078706849,TRUE,,,,tertiary,,10.916,"LINESTRING (-122.4039384 37.7700796, -122.4039782 37.770072, -122.4040132 37.7700595, -122.4040462 37.7700355)",,,,roundabout
7231156183,65296822,0,88396418,FALSE,,,Leavenworth Street,residential,,102.882,"LINESTRING (-122.4187348 37.8059219, -122.4187244 37.8058695, -122.4185672 37.8050981, -122.4185489 37.8050084)",,,,
7231156183,7231176088,0,775083027,TRUE,,,North Point Street,tertiary,,16.378,"LINESTRING (-122.4187348 37.8059219, -122.4186701 37.8059303, -122.4185544 37.8059579)",,,,
7231176087,65296818,0,775083029,FALSE,6,,Bay Street,primary,25 mph,10.362,"LINESTRING (-122.4172795 37.8051714, -122.4171628 37.8051849)",,,,
7231176087,330657202,0,30029867,TRUE,2,,Columbus Avenue,secondary,25 mph,58.102,"LINESTRING (-122.4172795 37.8051714, -122.4171824 37.8051005, -122.4170042 37.804971, -122.4167933 37.8048172)",,,,
7231176087,65296822,0,"[87297168, 408575052, 706549348]",FALSE,"['6', '5']",,Bay Street,primary,25 mph,112.987,"LINESTRING (-122.4172795 37.8051714, -122.4173972 37.8051563, -122.4175085 37.8051412, -122.4175523 37.8051356, -122.4178455 37.8050982, -122.4184646 37.8050192, -122.4185489 37.8050084)",,,,
7231176088,65333361,0,399163468,FALSE,,,North Point Street,tertiary,,14.85,"LINESTRING (-122.4185544 37.8059579, -122.4183879 37.8059809)",,,,
7231176088,65333362,0,775083028,TRUE,,,North Point Street,tertiary,,19.717,"LINESTRING (-122.4185544 37.8059579, -122.4186842 37.8059684, -122.4187769 37.8059563)",,,,
7231176095,65333364,0,497520879,FALSE,,,North Point Street,tertiary,,137.323,"LINESTRING (-122.4188398 37.8059199, -122.420252 37.8057441, -122.4202831 37.8057403, -122.4203633 37.8057302, -122.4203838 37.8057276)",,,,
7231176095,7231156183,0,775083027,TRUE,,,North Point Street,tertiary,,9.353,"LINESTRING (-122.4188398 37.8059199, -122.4187995 37.805914, -122.4187348 37.8059219)",,,,
7231544188,65333898,0,563092519,FALSE,,,Broadway,residential,,82.733,"LINESTRING (-122.4144858 37.7968981, -122.4136689 37.7970067, -122.4135594 37.7970294)",,,,
7231544189,65334046,0,72981813,FALSE,,,Broadway,residential,,59.574,"LINESTRING (-122.4145383 37.7968927, -122.4151165 37.7968187, -122.4152078 37.7968081)",,,,
7233543554,6250503154,0,30029172,TRUE,,,Jackson Street,unclassified,,144.801,"LINESTRING (-122.41156 37.7954079, -122.4115688 37.7954071, -122.411656 37.7953956, -122.4119133 37.7953633, -122.4123523 37.795309, -122.4124716 37.7952942, -122.4131087 37.7952107, -122.4131869 37.7952005)",,,,
7233543554,65326722,0,133376114,FALSE,,,Mason Street,unclassified,,99.491,"LINESTRING (-122.41156 37.7954079, -122.4115515 37.7953661, -122.4113978 37.7946146, -122.411393 37.7945909, -122.4113795 37.7945246)",,,,
7233543554,65326714,0,133376114,FALSE,,,Mason Street,unclassified,,99.861,"LINESTRING (-122.41156 37.7954079, -122.4115608 37.7954118, -122.4115708 37.7954706, -122.4116366 37.7958563, -122.4117192 37.7962434, -122.4117304 37.7962957)",,,,
7233994921,65327408,0,27398048,TRUE,2,,Clay Street,tertiary,,64.243,"LINESTRING (-122.3998945 37.7950855, -122.3995698 37.7951502, -122.3992971 37.7951846, -122.3991785 37.7951996)",,,,
7233994925,65336479,0,775393065,TRUE,3,,Battery Street,secondary,,22.097,"LINESTRING (-122.4003708 37.7951946, -122.400348 37.7950902, -122.4003318 37.7949983)",,,,
7233994925,7233994921,0,775393067,TRUE,,,,secondary_link,,45.268,"LINESTRING (-122.4003708 37.7951946, -122.400299 37.795145, -122.4002632 37.7951205, -122.400189 37.7951042, -122.3998945 37.7950855)",,,,
7293111110,65332806,0,24588081,FALSE,,,Powell Street,unclassified,,83.573,"LINESTRING (-122.4077224 37.7847574, -122.4077777 37.7850406, -122.407853 37.7854214, -122.4078674 37.7855002)",,,,
7326724453,2548141867,0,417400705,FALSE,4,,Brannan Street,secondary,,9.73,"LINESTRING (-122.405367 37.7713647, -122.405446 37.7713034)",,,,
7326724453,65303719,0,"[417400701, 784325413]",FALSE,4,,Brannan Street,secondary,,266.386,"LINESTRING (-122.405367 37.7713647, -122.4053592 37.771371, -122.4048628 37.7717621, -122.4048065 37.7718065, -122.4046027 37.7719658, -122.4044847 37.7720586, -122.4040187 37.7724249, -122.4037814 37.7726124, -122.4037631 37.7726269, -122.4033206 37.7729764, -122.4032204 37.7730559)",,,,
7895148794,65303152,0,"[146155468, 88396413]",FALSE,,,"['Francisco Street', 'Larkin Street']",residential,,107.293,"LINESTRING (-122.4216378 37.8040638, -122.4216678 37.8040154, -122.4216833 37.8039898, -122.421688 37.8039707, -122.4217 37.8039498, -122.4217068 37.8039112, -122.4217129 37.8038819, -122.4217122 37.8038443, -122.4217045 37.8037804, -122.4217136 37.8037426, -122.4217225 37.8037203, -122.421741 37.803697, -122.421786 37.803669, -122.4222422 37.8036194, -122.4224343 37.80354)",,,,
8489942588,6311848839,0,913953322,FALSE,,,Folsom Street,secondary,25 mph,5.728,"LINESTRING (-122.389874 37.7909536, -122.3899224 37.7909191)",,,,
8655027326,65290267,0,933813698,TRUE,,,,secondary,,13.162,"LINESTRING (-122.4110148 37.7693546, -122.4109049 37.769435)",,,,
8655027326,5019919799,0,933813699,TRUE,,,13th Street,secondary,,11.879,"LINESTRING (-122.4110148 37.7693546, -122.4109885 37.7693506, -122.4108819 37.7693352)",,,,
8865870141,8865870145,0,958186198,TRUE,,,,primary_link,,109.012,"LINESTRING (-122.4031918 37.8048548, -122.4032001 37.8048124, -122.4031679 37.8047538, -122.4024376 37.8042381, -122.4023469 37.8041688)",,,,
8865870141,260194262,0,"[513655807, 397094231, 997431151]",TRUE,"['4', '3']",,The Embarcadero,primary,30 mph,108.454,"LINESTRING (-122.4031918 37.8048548, -122.4027079 37.8045057, -122.4023935 37.8042765, -122.4022807 37.8041967)",,,,
8865870145,260194262,0,793183572,TRUE,2,,Lombard Street,residential,25 mph,6.592,"LINESTRING (-122.4023469 37.8041688, -122.40232 37.8041801, -122.4022807 37.8041967)",,,,
8865870145,612028664,0,958186198,TRUE,,,,primary_link,,36.631,"LINESTRING (-122.4023469 37.8041688, -122.402296 37.8041318, -122.4022469 37.8040948, -122.4021696 37.8040312, -122.4021406 37.8039854, -122.4021054 37.8039085)",,,,
9124328950,5840630958,0,375747148,TRUE,,,Mission Bay Boulevard North,tertiary,,11.626,"LINESTRING (-122.3949172 37.7706298, -122.3949219 37.770608, -122.3949229 37.7705668, -122.3949138 37.7705262)",,,,
9124328950,5840630949,0,617893860,TRUE,,,Mission Bay Boulevard,tertiary,,79.398,"LINESTRING (-122.3949172 37.7706298, -122.3949514 37.7706142, -122.3949923 37.7706056, -122.3950245 37.7706017, -122.3955693 37.7705695, -122.3956265 37.7705675, -122.3957049 37.7705797, -122.3957972 37.77062)",,,,
9159455282,2877005910,0,"[680946788, 722638993, 680946786, 991343628]",FALSE,"['2', '4', '3']",,Terry A. François Boulevard,residential,,328.868,"LINESTRING (-122.3875555 37.7760006, -122.3875472 37.7759289, -122.3875026 37.7754832, -122.3874814 37.7750371, -122.3874772 37.7748765, -122.3874711 37.7745815, -122.3875267 37.7745086, -122.3875199 37.7744372, -122.3875113 37.7743341, -122.3874957 37.7741123, -122.3874807 37.7738274, -122.3874698 37.7737199, -122.3874593 37.7736186, -122.3874389 37.7734881, -122.3874112 37.7733749, -122.3873777 37.773272, -122.3873402 37.7731756, -122.3873021 37.7730743)",,,,
9209919059,33241803,0,399156533,TRUE,1,,Sansome Street,tertiary,,62.376,"LINESTRING (-122.403462 37.8044904, -122.4035115 37.8048957, -122.4034504 37.8050417)",,,,
9209919059,2071244784,0,997431146,TRUE,1,,,tertiary_link,,56.073,"LINESTRING (-122.403462 37.8044904, -122.4035156 37.8046058, -122.4035896 37.8048947, -122.4036563 37.8049634)",,,,
9209919060,65373321,0,"[408588277, 397152942, 620169773, 997431150]",TRUE,"['4', '3']",,The Embarcadero,primary,30 mph,266.946,"LINESTRING (-122.4032577 37.8051991, -122.4033196 37.8052418, -122.403608 37.8054504, -122.4044085 37.8060238, -122.4048448 37.8062731, -122.4049933 37.8063504, -122.4056307 37.8066897)",,,,
9209919060,9209919063,0,997431145,FALSE,,,,residential,,11.83,"LINESTRING (-122.4032577 37.8051991, -122.4033357 37.805136, -122.4033518 37.805123)",,,,
9209919063,6319307883,0,674768487,FALSE,,,The Embarcadero,busway,,141.331,"LINESTRING (-122.4033518 37.805123, -122.4033443 37.8051175, -122.4032372 37.8050401, -122.4031788 37.804998, -122.4029245 37.8048153, -122.4022972 37.8043615, -122.4021755 37.8042567)",,no,,
9209919063,6319310992,0,674768487,FALSE,,,The Embarcadero,busway,,277.33,"LINESTRING (-122.4033518 37.805123, -122.403587 37.8052905, -122.4043693 37.8058645, -122.4046402 37.8060411, -122.404802 37.8061319, -122.4053906 37.80643, -122.4058327 37.8066517)",,no,,
9209919063,9209919060,0,997431145,FALSE,,,,residential,,11.83,"LINESTRING (-122.4033518 37.805123, -122.4033357 37.805136, -122.4032577 37.8051991)",,,,
9209919063,33241803,0,997431145,FALSE,,,,residential,,12.52,"LINESTRING (-122.4033518 37.805123, -122.4033695 37.8051084, -122.4034504 37.8050417)",,,,
9580454512,65319532,0,"[417396816, 1068493280, 1081219366, 1068493279]",FALSE,"['4', '5']",,5th Street,tertiary,,119.043,"LINESTRING (-122.405008 37.7815465, -122.4050418 37.7815728, -122.4052158 37.7817113, -122.4053919 37.7818515, -122.4054875 37.7819274, -122.4056137 37.7820378, -122.405646 37.7820628, -122.4059505 37.7823152)",,,,
9580454512,65306810,0,1040509547,FALSE,5,,5th Street,tertiary,,8.312,"LINESTRING (-122.405008 37.7815465, -122.404975 37.7815203, -122.4049417 37.7814932)",,,,
9633222553,65345281,0,85644946,FALSE,,,Green Street,residential,,10.725,"LINESTRING (-122.4238119 37.7976268, -122.4239324 37.7976114)",,,,
9633222553,258758537,0,85644946,FALSE,,,Green Street,residential,,9.8,"LINESTRING (-122.4238119 37.7976268, -122.4237018 37.7976409)",,,,
9633222553,9633222624,0,1047613717,FALSE,2,,Van Ness Bus Rapid Transit,busway,,104.719,"LINESTRING (-122.4238119 37.7976268, -122.4238302 37.7977102, -122.4238743 37.7979109, -122.4239811 37.7984252, -122.4239927 37.7984823, -122.4240046 37.7985561)",,no,,
9633222553,9691602689,0,"[1047613717, 1054649983]",FALSE,2,,Van Ness Bus Rapid Transit,busway,,105.258,"LINESTRING (-122.4238119 37.7976268, -122.4237965 37.7975567, -122.4237576 37.7973794, -122.4237 37.7971212, -122.4236415 37.7968157, -122.4236348 37.7967831, -122.4236137 37.7966933)",,no,,
9633222624,65312690,0,502795934,FALSE,3,,Union Street,tertiary,,10.493,"LINESTRING (-122.4240046 37.7985561, -122.4241227 37.7985421)",,,,
9633222624,258758536,0,502795934,FALSE,3,,Union Street,tertiary,,9.73,"LINESTRING (-122.4240046 37.7985561, -122.4238955 37.7985711)",,,,
9633222624,9691602692,0,"[1054649981, 1047613717]",FALSE,2,,Van Ness Bus Rapid Transit,busway,,59.153,"LINESTRING (-122.4240046 37.7985561, -122.4240148 37.7986439, -122.424021 37.798675, -122.4240549 37.7988451, -122.4241014 37.7990824)",,no,,
9633222624,9633222553,0,1047613717,FALSE,2,,Van Ness Bus Rapid Transit,busway,,104.719,"LINESTRING (-122.4240046 37.7985561, -122.4239927 37.7984823, -122.4239811 37.7984252, -122.4238743 37.7979109, -122.4238302 37.7977102, -122.4238119 37.7976268)",,no,,
9643278028,4548596610,0,1049328656,FALSE,,,Plum Street,residential,,15.402,"LINESTRING (-122.4182078 37.770897, -122.4181814 37.7708949, -122.4180329 37.770901)",,,,
9643278029,413748887,0,1065853471,FALSE,,,Plum Street,residential,,43.866,"LINESTRING (-122.4184542 37.7709159, -122.4189285 37.7709524, -122.4189508 37.7709549)",,,,
9676297624,65317554,0,1081661147,TRUE,3,,Folsom Street,secondary,25 mph,94.593,"LINESTRING (-122.4077965 37.7767976, -122.4077626 37.7768247, -122.4075855 37.7769651, -122.4073136 37.7771792, -122.4070353 37.777399)",,,,
9680491479,65300069,0,"[43100745, 686153251, 686153252]",TRUE,1,,Perry Street,unclassified,,271.761,"LINESTRING (-122.3990391 37.7803909, -122.3989951 37.7804291, -122.3987963 37.7805864, -122.3969818 37.7820456, -122.3969665 37.7820578, -122.3968723 37.7821345)",,,,
9680491479,601267947,0,107674371,TRUE,1,,4th Street,secondary,,57.155,"LINESTRING (-122.3990391 37.7803909, -122.3989469 37.7803502, -122.3985599 37.7800472)",,,,
9684849383,65317570,0,"[721725416, 617990573]",TRUE,3,,Folsom Street,secondary,25 mph,57.656,"LINESTRING (-122.4132978 37.7724532, -122.4132079 37.7725244, -122.4130049 37.7726841, -122.4129314 37.7727427, -122.4128343 37.7728201)",,,,
9684849383,9684849385,0,"[1053860805, 1053860806]",TRUE,1,,,secondary_link,,59.5,"LINESTRING (-122.4132978 37.7724532, -122.413166 37.7724765, -122.4129552 37.7726426, -122.4127831 37.7727796)",,,,
9684849385,65351753,0,27029265,TRUE,4,,10th Street,secondary,25 mph,110.63,"LINESTRING (-122.4127831 37.7727796, -122.4127495 37.7727524, -122.411897 37.772073)",,,,
9691587709,1723739386,0,212214143,TRUE,,,Market Street,primary,,10.063,"LINESTRING (-122.4192541 37.7750974, -122.4191759 37.7751635)",,,,
9691587709,9691587711,0,1054650004,FALSE,2,,Van Ness Bus Rapid Transit,busway,,16.305,"LINESTRING (-122.4192541 37.7750974, -122.4192644 37.7751336, -122.4192713 37.7751599, -122.419276 37.7751782, -122.4192928 37.7752408)",,no,,
9691587709,9691602789,0,1054650004,FALSE,2,,Van Ness Bus Rapid Transit,busway,,198.122,"LINESTRING (-122.4192541 37.7750974, -122.4192316 37.7749911, -122.4192212 37.7749435, -122.4190801 37.7744474, -122.4189977 37.7741892, -122.4189239 37.7739907, -122.418718 37.7733676)",,no,,
9691587711,4967499780,0,437969685,TRUE,,,Market Street,secondary,,9.789,"LINESTRING (-122.4192928 37.7752408, -122.4193725 37.7751793)",,,,
9691587711,9691602772,0,1054650004,FALSE,2,,Van Ness Bus Rapid Transit,busway,,48.892,"LINESTRING (-122.4192928 37.7752408, -122.4193155 37.7753466, -122.4193296 37.775411, -122.4193874 37.7756741)",,no,,
9691587711,9691587709,0,1054650004,FALSE,2,,Van Ness Bus Rapid Transit,busway,,16.305,"LINESTRING (-122.4192928 37.7752408, -122.419276 37.7751782, -122.4192713 37.7751599, -122.4192644 37.7751336, -122.4192541 37.7750974)",,no,,
9691587715,258758040,0,417087334,TRUE,,,Fell Street,secondary,,5.914,"LINESTRING (-122.419481 37.7763811, -122.4194146 37.7763897)",,,,
9691587715,9691602619,0,1054649979,TRUE,2,,Van Ness Bus Rapid Transit,busway,,104.507,"LINESTRING (-122.419481 37.7763811, -122.419494 37.7764685, -122.419545 37.7767135, -122.4196487 37.7772355, -122.4196661 37.7773094)",,no,,
9691602619,9691602783,0,397115944,TRUE,,,Hayes Street,secondary,,7.671,"LINESTRING (-122.4196661 37.7773094, -122.4197525 37.7772996)",,,,
9691602619,9691602623,0,1054649979,TRUE,2,,Van Ness Bus Rapid Transit,busway,,108.005,"LINESTRING (-122.4196661 37.7773094, -122.419686 37.7773928, -122.4197379 37.7776294, -122.4198288 37.7779974, -122.4198568 37.7781679, -122.419874 37.7782664)",,no,,
9691602623,258758038,0,502795483,FALSE,,,Grove Street,residential,,6.195,"LINESTRING (-122.419874 37.7782664, -122.4198076 37.7782851)",,,,
9691602623,9691602779,0,502795483,FALSE,,,Grove Street,residential,,4.797,"LINESTRING (-122.419874 37.7782664, -122.419926 37.7782533)",,,,
9691602623,9691602770,0,1054649979,TRUE,2,,Van Ness Bus Rapid Transit,busway,,162.384,"LINESTRING (-122.419874 37.7782664, -122.419896 37.7784148, -122.4199876 37.7788802, -122.420052 37.7792054, -122.420114 37.7794735, -122.4201902 37.779704)",,no,,
9691602628,65352344,0,285999735,FALSE,2,,McAllister Street,tertiary,,10.459,"LINESTRING (-122.4202606 37.780079, -122.4203796 37.7800782)",,,,
9691602628,65352339,0,285999735,FALSE,2,,McAllister Street,tertiary,,8,"LINESTRING (-122.4202606 37.780079, -122.4201696 37.7800808)",,,,
9691602628,9691602630,0,1054650003,FALSE,2,,Van Ness Bus Rapid Transit,busway,,50.434,"LINESTRING (-122.4202606 37.780079, -122.4202823 37.7801835, -122.4202938 37.7802455, -122.420346 37.7805275)",,no,,
9691602628,9691602770,0,1054650003,FALSE,2,,Van Ness Bus Rapid Transit,busway,,42.156,"LINESTRING (-122.4202606 37.780079, -122.4202361 37.7799417, -122.4202187 37.7798447, -122.4201902 37.779704)",,no,,
9691602630,9691602632,0,1054650001,TRUE,2,,Van Ness Bus Rapid Transit,busway,,57.53,"LINESTRING (-122.420346 37.7805275, -122.4203373 37.7806217, -122.4204071 37.780961, -122.4204282 37.7810384)",,no,,
9691602630,9691602628,0,1054650003,FALSE,2,,Van Ness Bus Rapid Transit,busway,,50.434,"LINESTRING (-122.420346 37.7805275, -122.4202938 37.7802455, -122.4202823 37.7801835, -122.4202606 37.780079)",,no,,
9691602632,258758554,0,225806031,TRUE,3,,Golden Gate Avenue,secondary,25 mph,6.773,"LINESTRING (-122.4204282 37.7810384, -122.4203517 37.7810458)",,,,
