,tci
662,0.8477063459444445
663,1.0
664,0.8525257102222222
665,0.7593799838148149
666,0.9458385717837166
667,0.8671701590359783
668,1.0
669,0.7839830229166667
670,0.0
671,0.9957717927284028
672,0.0
673,1.0
674,0.0
675,0.0
676,0.8106180044393145
677,0.0
678,0.0
679,1.0
680,0.9825406020555555
681,0.0
682,0.0
683,0.7942701992222222
684,0.842696919351852
685,0.0
686,0.0
687,0.7225896246666667
688,0.0
689,0.0
690,0.8183029826666666
691,0.6814324415
692,0.0
693,0.0
694,0.46874979299999997
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,1.0
701,1.0
702,1.0
703,0.7908342834024692
704,1.0
705,0.9708746511005435
706,0.9912856077777777
707,0.8833603726666667
708,0.9319368286203117
709,0.9067711535555555
710,0.9091163018148148
711,0.0
712,0.9248310204850975
713,0.0
714,0.966961915774982
715,1.0
716,0.9880382870399812
717,1.0
718,0.9806751433950618
719,1.0
720,0.8798012586036347
721,1.0
722,0.9092957675853305
723,1.0
724,0.8684246660073259
725,0.0
726,1.0
727,0.9888823838333334
728,1.0
729,0.0
730,0.0
731,1.0
732,0.0
733,0.8180538223333333
734,0.0
735,0.9471770708333334
736,0.0
737,0.0
738,0.9641850391666666
739,0.7748000570402596
740,0.9262656546666667
741,0.9717968155514122
742,0.6503252900927653
743,1.0
744,0.0
745,0.6646221175
746,0.9061690882535736
747,0.0
748,0.0
749,1.0
750,1.0
751,0.0
752,0.7943204716666667
753,0.5275712388333333
754,1.0
755,1.0
756,1.0
757,0.0
758,0.6903138490185184
759,0.0
760,0.9293705152777778
761,0.0
762,0.6297388637777778
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,1.0
773,0.4997924328333333
774,0.0
775,0.9399907287134865
776,1.0
777,0.0
778,0.0
779,0.6758828778703704
780,0.9456566013888889
781,0.0
782,0.0
783,0.0
784,0.0
785,0.7628555225
786,0.0
787,0.0
788,0.0
789,0.0
790,0.7802534473333333
791,0.8632124984444445
792,0.0
793,0.7449417425714286
794,0.8125632456296298
795,0.9154214115873015
796,0.9743474259999999
797,0.9381641584539347
798,0.7209215186451212
799,0.9695092383333334
800,0.830349953594365
801,1.0
802,0.0
803,0.926616390304537
804,0.0
805,0.0
806,0.90336140741453
807,1.0
808,1.0
809,1.0
810,0.8531920698428732
811,0.9195935863519197
812,0.9640002162263374
813,0.9612605196415771
814,0.8878769070987653
815,1.0
816,0.9834513507407406
817,0.817872178888889
818,0.9722673523555555
819,0.7597277835612181
820,0.8698880683309164
821,1.0
822,1.0
823,0.7614806854012346
824,1.0
825,1.0
826,0.9829950118751665
827,0.7568407164659198
828,1.0
829,1.0
830,1.0
831,1.0
832,0.7094086604938271
833,1.0
834,0.8047200791842184
835,0.8999323275556477
836,1.0
837,0.5523036355021368
838,0.7162522652716049
839,0.9636640337338581
840,1.0
841,0.762349657
842,0.0
843,1.0
844,0.8342673376111112
845,0.4583038643049513
846,0.81789755025
847,0.8777075462962962
848,0.0
849,0.0
850,0.7890588808888889
851,1.0
852,0.7643491026666667
853,1.0
854,0.0
855,1.0
856,0.0
857,1.0
858,1.0
859,1.0
860,1.0
861,0.9408288677777777
862,1.0
863,1.0
864,1.0
865,1.0
866,1.0
867,1.0
868,1.0
869,0.8372141046111111
870,1.0
871,1.0
872,1.0
873,0.8251851315555555
874,1.0
875,1.0
876,1.0
877,1.0
878,1.0
879,1.0
880,1.0
881,1.0
882,1.0
883,0.0
884,1.0
885,1.0
886,1.0
887,1.0
888,1.0
889,1.0
890,1.0
891,1.0
892,1.0
893,1.0
894,0.0
895,0.0
896,0.8677030326111111
897,1.0
898,0.0
899,1.0
900,1.0
901,1.0
902,1.0
903,0.9456108607140391
904,0.0
905,1.0
906,1.0
907,0.6895703196234145
908,0.0
909,0.9789475842483254
910,0.8706774080691941
911,0.0
912,0.5282575392222222
913,1.0
914,0.0
915,1.0
916,0.7115069132818869
917,1.0
918,0.9453428453271058
919,0.7742333886818181
920,0.9209933012345678
921,0.7361651730567901
922,0.6346500069758597
923,0.8083994255709875
924,0.5997982288935787
925,0.4215256822042676
926,1.0
927,0.6390718299316301
928,0.0
929,0.763357213037037
930,0.0
931,0.7554245773055556
932,0.0
933,0.7290661004444444
934,1.0
935,0.336285493
936,0.8328424108333333
937,0.8785331043073593
938,0.9533011970138889
939,0.0
940,0.0
941,1.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.6466254401666667
948,0.0
949,0.8356545066293763
950,1.0
951,0.8265290433333332
952,0.0
953,0.46536973758333333
954,0.7458753690833333
955,0.8102402869967543
956,0.0
957,0.98533627981493
958,0.8191211352469137
959,0.8952642072475324
960,1.0
961,0.9594003036111111
962,0.9414392196580637
963,1.0
964,1.0
965,0.9432777296457426
966,0.7997089097407407
967,1.0
968,1.0
969,0.8308568193703704
970,0.9540645783827387
971,1.0
972,0.9336447051861656
973,0.9397954881666667
974,0.946034321884701
975,0.9509472676122931
976,0.934523652024319
977,0.9217109372592592
978,0.7558494523015873
979,1.0
980,1.0
981,0.0
982,0.0
983,0.0
984,1.0
985,1.0
986,0.0
987,1.0
988,1.0
989,0.9809367417944843
990,0.8941809571162213
991,1.0
992,0.8578058695762262
993,0.7480053815000001
994,0.9131061601178555
995,0.0
996,0.8977182662996831
997,1.0
998,0.0
999,0.8813865272222222
1000,0.5006913341620054
1001,0.5484195395690905
1002,0.0
1003,0.0
1004,0.0
1005,0.9106425218562253
1006,0.0
1007,0.0
1008,0.0
1009,0.6847676186666667
1010,0.0
1011,1.0
1012,0.0
1013,1.0
1014,1.0
1015,0.9170183676666667
1016,0.0
1017,0.7023384153333333
1018,0.0
1019,0.0
1020,0.8648151620833333
1021,0.0
1022,0.9187222543703704
1023,0.7953468875185186
1024,0.8706495967777778
1025,0.853645908169192
1026,0.9513870532407408
1027,0.8386199407407408
1028,0.9288195906349207
1029,0.9296319038492064
1030,0.8722545231666666
1031,0.832300096565171
1032,0.7955663131379732
1033,0.8051105721450617
1034,0.6907600682280702
1035,0.7787690038999999
1036,1.0
1037,0.7437494118483245
1038,1.0
1039,1.0
1040,0.9732399216666666
1041,1.0
1042,0.971024625138889
1043,1.0
1044,0.8629209579444445
1045,0.0
1046,1.0
1047,0.57959393225
1048,0.8820657394166667
1049,0.8293634495000001
1050,0.7783410275092594
1051,0.8877426644166666
1052,0.7910261314444446
1053,0.7382712013333333
1054,0.5172101735363248
1055,0.5833292128148148
1056,0.8464058066975308
1057,0.8234790302777777
1058,0.9005689972222222
1059,0.9477173483333333
1060,0.5382317131388888
1061,0.6276313263148149
1062,0.7801312027083334
1063,0.7925903857354496
1064,0.5602036931666666
1065,0.8835538074718596
1066,0.9251565480629791
1067,0.7107314075833333
1068,0.727721605358746
1069,0.7368014583333333
1070,0.5940497952222222
1071,1.0
1072,0.0
1073,0.9952639066666666
1074,0.0
1075,0.0
1076,0.9816658013333334
1077,0.6413252898749999
1078,1.0
1079,1.0
1080,0.0
1081,0.8734582788869898
1082,0.0
1083,1.0
1084,0.546390921794075
1085,1.0
1086,1.0
1087,1.0
1088,1.0
1089,0.0
1090,1.0
1091,1.0
1092,1.0
1093,1.0
1094,0.9718556689224961
1095,0.8951257271597266
1096,1.0
1097,1.0
1098,0.8666511850470732
1099,0.9639677739566789
1100,1.0
1101,0.6197919135591466
1102,0.7963633492222222
1103,1.0
1104,1.0
1105,0.0
1106,1.0
1107,0.0
1108,0.0
1109,1.0
1110,0.9874429808496732
1111,0.9598529645925926
1112,0.9228510311538461
1113,0.9274120919166666
1114,0.9836934157407408
1115,1.0
1116,0.71939303975
1117,0.7268827425
1118,0.9134240897777778
1119,0.7366923930185186
1120,0.0
1121,0.0
1122,1.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.7722583931666667
1130,1.0
1131,0.7665984469166667
1132,0.805261809088889
1133,0.9565866131712819
1134,0.9364263397095044
1135,0.7605196882142857
1136,0.0
1137,1.0
1138,1.0
1139,1.0
1140,0.0
1141,1.0
1142,0.9824146552033698
1143,0.9155839586181893
1144,1.0
1145,1.0
1146,0.0
1147,0.9252504036666667
1148,0.0
1149,1.0
1150,0.936711521
1151,0.0
1152,0.0
1153,1.0
1154,0.9859195898701119
1155,0.7759320939917989
1156,0.8749899695194469
1157,0.46536973758333333
1158,0.8610740667848291
1159,0.8853848328333334
1160,0.6967723924166667
1161,0.8700402676610732
1162,0.37978029716666667
1163,0.0
1164,0.7561702221666666
1165,0.8715951865663053
1166,0.0
1167,0.9595826181433141
1168,0.0
1169,0.0
1170,1.0
1171,0.0
1172,0.0
1173,0.0
1174,0.99022949
1175,0.7641662119999999
1176,0.7865684681997099
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,1.0
1183,0.0
1184,0.7180508922726331
1185,0.0
1186,1.0
1187,0.0
1188,0.9367631581196582
1189,1.0
1190,0.0
1191,0.0
1192,0.7820354811666668
1193,0.8467025387777778
1194,1.0
1195,0.0
1196,0.6683737522961122
1197,0.7884940934111112
1198,0.9825130951111111
1199,0.94588204025
1200,1.0
1201,0.8533732737222222
1202,0.9114244696666667
1203,0.9190344898611111
1204,0.9470201263888889
1205,1.0
1206,0.0
1207,0.9558450551851853
1208,0.0
1209,0.8971446014166666
1210,0.9789042797777778
1211,1.0
1212,0.9314527585555555
1213,0.9751104486666667
1214,0.6527740224722223
1215,0.0
1216,0.9401268012222223
1217,0.919010206037037
1218,0.8674799843333334
1219,0.8352198311666668
1220,0.8680514959444445
1221,0.8573782111111111
1222,0.0
1223,0.8354624582738094
1224,0.8666853181666667
1225,0.7565507145555556
1226,0.8292466017592593
1227,0.8876485872962964
1228,0.8738010137222222
1229,0.9699417616186728
1230,0.7076878065740739
1231,0.8016276838888888
1232,0.9485750562806435
1233,0.7423771237222222
1234,0.9924366450521372
1235,0.7899172410864197
1236,0.8222700580000001
1237,0.7410669836666667
1238,1.0
1239,1.0
1240,0.7990719531915382
1241,0.6917867488333334
1242,0.8955013859166667
1243,0.9177806326666667
1244,0.8721127407407407
1245,1.0
1246,0.9049757826666667
1247,0.8021576033611111
1248,0.0
1249,0.8247076277916667
1250,1.0
1251,0.0
1252,0.0
1253,0.0
1254,0.7946018811944444
1255,1.0
1256,0.7464832785833333
1257,0.7012998686666666
1258,0.7135875256739452
1259,0.9769925468888889
1260,1.0
1261,0.9241879982363317
1262,0.5229065515
1263,0.9566594056220322
1264,0.0
1265,1.0
1266,0.0
1267,1.0
1268,1.0
1269,0.0
1270,0.0
1271,0.0
1272,0.9374677496869209
1273,1.0
1274,0.9973664547030975
1275,0.9529491017929294
1276,1.0
1277,1.0
1278,1.0
1279,1.0
1280,1.0
1281,0.9933822236033424
1282,0.9820250932256059
1283,1.0
1284,1.0
1285,0.8825175488571232
1286,0.843405294385747
1287,1.0
1288,1.0
1289,0.8516813244063283
1290,0.9543173213175886
1291,0.7321941151052632
1292,0.9894161586446608
1293,0.756781399190476
1294,0.0
1295,1.0
1296,0.9554040156111111
1297,1.0
1298,0.0
1299,0.9711250144444444
1300,0.0
1301,0.9562325408888889
1302,1.0
1303,0.0
1304,0.7643491026666667
1305,1.0
1306,1.0
1307,0.8671384724320989
1308,0.0
1309,0.6853046972380952
1310,0.0
1311,0.0
1312,1.0
1313,1.0
1314,1.0
1315,1.0
1316,0.0
1317,1.0
1318,1.0
1319,1.0
1320,1.0
1321,1.0
1322,0.8469245855776535
1323,1.0
1324,0.0
1325,0.9017363873333334
1326,0.913945189627788
1327,0.6585275481944444
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.6926556979999999
1334,0.0
1335,0.0
1336,0.0
1337,1.0
1338,0.0
1339,0.0
1340,0.0
1341,1.0
1342,0.9032460070416667
1343,0.0
1344,0.9347680094444444
1345,0.3641466798333333
1346,0.5305099456666666
1347,0.9675110726666667
1348,0.921859460037037
1349,0.8981967173931623
1350,0.7796280258580247
1351,0.9919107812962963
1352,1.0
1353,1.0
1354,0.8356033406944444
1355,0.9604973081111111
1356,0.8521560079040404
1357,0.9198795764444445
1358,0.8243604008333334
1359,0.7598276684444444
1360,0.9166324422222223
1361,1.0
1362,1.0
1363,1.0
1364,1.0
1365,1.0
1366,1.0
1367,0.0
1368,1.0
1369,1.0
1370,1.0
1371,1.0
1372,1.0
1373,0.0
1374,1.0
1375,1.0
1376,0.991656214
1377,0.9038836248333334
1378,0.70617143975
1379,0.9990062329629629
1380,0.8800800058148148
1381,0.0
1382,0.8853465959993554
1383,0.8832092158000138
1384,0.0
1385,0.0
1386,0.7433431300925926
1387,0.0
1388,0.7396093711851851
1389,1.0
1390,0.0
1391,0.7023384153333333
1392,1.0
1393,0.0
1394,1.0
1395,0.0
1396,0.0
1397,0.0
1398,1.0
1399,0.9666897643589744
1400,1.0
1401,0.9790324111111111
1402,1.0
1403,0.9452090819047618
1404,1.0
1405,0.8008035122834758
1406,1.0
1407,0.8862905455015433
1408,0.9301420980158731
1409,1.0
1410,0.0
1411,0.8734070876759259
1412,0.9727450112275132
1413,1.0
1414,0.9398976511111111
1415,0.8547777397698413
1416,0.7229581438888889
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,1.0
1422,0.5142286353333333
1423,0.0
1424,0.0
1425,1.0
1426,1.0
1427,0.0
1428,0.7172950598703705
1429,0.944371829047619
1430,0.691740263
1431,0.0
1432,0.0
1433,1.0
1434,0.841546217
1435,1.0
1436,0.8525786611666667
1437,0.0
1438,0.8834996983333333
1439,0.7235570008888889
1440,0.0
1441,0.0
1442,0.9801581271666666
1443,0.7079562007037038
1444,0.7633003008888888
1445,1.0
1446,0.0
1447,0.9791419343333333
1448,0.9725885925
1449,0.0
1450,0.0
1451,0.0
1452,0.9995998191666666
1453,0.0
1454,0.0
1455,0.0
1456,0.5527350071666667
1457,0.0
1458,0.9529867183205579
1459,0.8429114112285062
1460,0.7046662611352806
1461,0.0
1462,0.6435669745
1463,0.8878768224166667
1464,0.8606476583108901
1465,0.0
1466,0.7816868180000001
1467,0.8641848574166666
1468,0.7543955901666667
1469,0.6247999797500001
1470,0.7512167228333334
1471,0.98476386725
1472,0.0
1473,0.7518426784166666
1474,0.0
1475,1.0
1476,0.0
1477,1.0
1478,1.0
1479,0.7685029765555556
1480,1.0
1481,0.0
1482,1.0
1483,0.9924592995061728
1484,0.9814261701539948
1485,0.808235393888889
1486,1.0
1487,0.631536295
1488,0.959866240985725
1489,0.9855946925586062
1490,0.9813714126126126
1491,0.8796133290343916
1492,0.8763876175648148
1493,1.0
1494,0.0
1495,1.0
1496,1.0
1497,0.0
1498,1.0
1499,0.0
1500,1.0
1501,0.0
1502,1.0
1503,1.0
1504,0.0
1505,1.0
1506,0.8102474121550077
1507,0.9982413860071286
1508,1.0
1509,0.9638960625762493
1510,0.0
1511,0.0
1512,0.9856929278923778
1513,1.0
1514,0.999884467923486
1515,0.8808061843333334
1516,1.0
1517,0.0
1518,0.9369976333816724
1519,0.0
1520,1.0
1521,1.0
1522,0.0
1523,0.0
1524,0.0
1525,0.9092365705555556
1526,0.0
1527,0.0
1528,1.0
1529,1.0
1530,1.0
1531,0.0
1532,1.0
1533,0.0
1534,1.0
1535,1.0
1536,1.0
1537,0.0
1538,1.0
1539,0.0
1540,1.0
1541,0.9983182137513524
1542,1.0
1543,0.9617036939783165
1544,1.0
1545,1.0
1546,1.0
1547,1.0
1548,1.0
1549,0.8590494596666667
1550,0.9722107009184449
1551,1.0
1552,0.0
1553,0.837645583
1554,1.0
1555,1.0
1556,0.9448959466329967
1557,0.8743576838888889
1558,1.0
1559,0.9326942689313271
1560,0.9928220079916631
1561,1.0
1562,0.9942271254862693
1563,1.0
1564,0.8399017572476554
1565,1.0
1566,0.8421039387818521
1567,1.0
1568,1.0
1569,0.920228876968254
1570,0.9970727736344175
1571,0.0
1572,0.0
1573,0.8378768760740741
1574,0.5266459233333334
1575,1.0
1576,0.9144707717916667
1577,0.0
1578,0.8218004824444445
1579,0.6057919508333334
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.70820563
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.6582423304583334
1593,0.6917549756666667
1594,0.6124539869333334
1595,0.936566582
1596,0.0
1597,0.0
1598,0.5702301971666667
1599,0.0
1600,0.0
1601,0.0
1602,0.6068761650666665
1603,0.0
1604,0.4366250771666667
1605,1.0
1606,0.0
1607,1.0
1608,0.0
1609,0.6747406006666666
1610,0.7323782380833332
1611,0.0
1612,0.7323782380833332
1613,1.0
1614,0.0
1615,0.8852005845833333
1616,1.0
1617,0.0
1618,0.0
1619,0.9127575783333334
1620,1.0
1621,0.6897907923333333
1622,1.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.7248776701481482
1628,0.0
1629,0.0
1630,0.0
1631,0.7320202597592593
1632,0.0
1633,0.0
1634,0.9039111555833333
1635,0.9564802925
1636,1.0
1637,0.8417845073333333
1638,0.5208284251087631
1639,1.0
1640,1.0
1641,0.7077010179200331
1642,0.9730112137973896
1643,1.0
1644,0.8377722094444444
1645,0.8394650468333332
1646,0.6888763514999999
1647,0.7012967801111111
1648,0.6824330721111111
1649,0.7218782218333334
1650,0.8404683582222223
1651,0.8149605780833333
1652,0.9320151393333334
1653,0.9188828735555555
1654,0.6773134679999999
1655,0.8408802747222222
1656,0.0
1657,0.0
1658,0.7609455507499999
1659,0.0
1660,0.0
1661,1.0
1662,1.0
1663,0.7453209954444445
1664,0.7170063285833334
1665,0.0
