FFS
99.9906025277
55.0657926133
94.3821592946
96.5574611862
47.1666860425
35.0
35.0
35.0
92.9258387905
102.401269486
35.0
5.85333993735
88.8879348009
11.2837102542
46.4210420434
55.6023615833
86.0277834603
93.5302300048
69.4101064319
111.888616276
52.4328312861
86.0470860307
103.863878792
45.5506366614
85.8676741888
57.1143058166
68.3127079801
64.0746919135
84.6300095549
75.6385531912
86.4178617629
75.4258277754
95.570441292
101.381292714
86.273789506
66.7573861972
95.3588715314
80.9257691371
73.0477093535
69.6683869934
92.2839979148
75.0528921359
101.802838034
58.2373313275
82.514923715
86.8794687789
88.5803390795
87.295364732
86.3713478489
91.0808586843
49.0650452178
97.0800033943
90.4693084643
64.7158841293
49.3280391002
107.680130362
101.232704333
81.3319960436
95.9319083879
92.3256847148
97.7430967859
101.982732119
104.032286356
94.7629825105
103.448518329
35.0
82.1377083247
98.2845076803
51.1214510733
53.0777050084
80.443037088
79.396057847
79.6198498574
42.1197542431
93.4145802753
54.7245578948
54.2326504847
72.8750845671
89.7291348851
46.6546499696
60.002504455
86.7868462383
80.9738447183
97.976493403
81.587658196
85.8881413851
87.9573431715
87.787230021
96.2510683779
105.03394569
101.334503251
108.641781182
70.6159985794
65.5536058809
110.75125582
91.023273784
73.1505408512
99.6645142338
88.9174022221
94.6729962807
110.076545844
89.7486274427
35.0
83.1933280884
99.9442683354
56.5989243431
23.4536507114
71.6658306307
59.7811907582
80.9551765479
93.995116155
107.696548189
35.0
64.3835711061
35.0
102.981023438
83.7598237758
81.8679382994
83.3323787771
77.322490196
77.5619978472
96.9187902384
90.7040332877
66.5716953981
97.213838564
104.992662383
97.6092630868
78.0592557264
78.8831983285
90.0882905099
104.187848648
91.4476509807
103.983856399
103.778328342
75.8216452598
90.2575329762
71.9327693681
86.8105053253
75.2544768228
64.9128841746
61.8026892922
66.1616904254
43.0441643184
79.9371770188
94.4158893478
71.6586586277
83.1235094773
91.2764492329
87.8099917972
63.0056059855
86.757022472
77.4745890408
88.6434504383
85.1787912168
68.348250521
72.7604332428
84.4411984564
91.4384801712
100.055296993
91.6853778544
105.738287258
99.3162670238
100.072042133
99.7090448677
87.4750602355
85.8873864587
84.1549246644
93.6685413942
67.9276534714
55.6719511308
62.8648635266
72.604615021
76.8191371878
82.3862571925
85.3262023456
89.0360057431
89.1766946717
95.492645512
92.0335839606
76.7478739646
105.515431735
42.9024698024
71.4059952718
75.7825215743
97.8738759156
83.4975904236
60.2256022149
84.1376308426
87.7409456544
91.4029686787
98.3033210821
87.3795122081
25.9405310613
72.1893692592
27.2219228066
93.9232815545
49.709671174
64.9008015334
51.784759897
82.3629539214
100.86941454
88.9733666264
91.3917664196
66.1327074158
65.0106003444
95.7749079354
88.957314743
74.2988173757
98.4854794551
87.2590856094
91.539447506
94.9623886901
92.5625748824
99.052052685
98.1455401387
99.467228505
61.9801696014
93.7863308455
97.8314825506
105.263171801
98.6136111994
101.392050271
73.9878453066
83.8304874526
100.33570867
68.1817194228
91.7347147232
94.0430468801
74.2447266312
68.6936553669
82.9806281687
65.9376290875
77.3284354963
67.3741620668
90.8321208942
67.8643729515
60.9037256202
67.8837776559
100.348706421
78.0515859891
90.3502262913
67.786929048
89.1116209802
55.9210230846
71.8910119329
101.281741614
98.0599314462
84.0700875472
92.4575977996
72.4011681832
73.1893404897
93.5607947857
88.4782100917
89.9858490205
95.9988616925
8.00831061276
